manager_id;xp_id;site_location;country;latitude;longitude;elevation;tarping_date;planned_duration;goals;restoration;operation_type;multiple_ops;freq_monitoring;slope;difficulty_access;shade;forest;ruggedness;granulometry;obstacles;flood;environment;fabric_type;liner_geomem;agri_geomem;woven_geotex;mulching_geotex;pla_geotex;weedsp_geotex;other_unknown;grammage;thickness;resi_punc;resi_trac;season;maxveg;preparation;levelling;stand_surface;age;fully_tarped;distance;multi_strips;strips_overlap;strips_fixation;staples_distance;fabric_fixation;tarpfix_multimethod;sedicover_height;trench;trench_depth;pierced_tarpinstall;plantation;repairs;add_control;add_control_type;degradation;pb_fixation;pb_durability;pb_trampiercing;pb_vandalism;regrowth_during;reg_staples;reg_stripoverlaps;reg_obstacles;reg_holes;reg_plantations;reg_pierced;reg_edges;reg_nearby;untarped_regrowth;tarping_abandoned;tarping_completed;tarping_ongoing;tarping_duration;latest_condition;latest_regrowth;latest_months;eff_expansion;eff_dispersal;eff_vigour;eff_eradication
37;41;Contournement de la ville d’Ernée (53) - RD 31  Lieu-dit Le Vahais à ERNEE;france;48.297;-0.940;131;2018;NA;eradicate;1;management_trial;0;7;8;0;5;1;3;7;1;0;roadside;mulching_geotex;0;0;1;1;0;0;0;1400;10;NA;0.42;winter;0;excavation;1;60;2;1;NA;1;50;staples;NA;sedicover;0;30;0;0;0;1;0;1;uprooting;0;0;0;0;0;1;0;1;1;0;0;0;1;1;NA;0;0;1;2;good;few_tarpedarea;01/08/2020;8;9;8;0
38;42;UGINE - 73;france;45.747;6.420;419;2019;3;eradicate_and_limit_dispersal;0;management_trial;0;3;8;1;3;5;2;5;2;3;roadside_riverside;liner_geomem;1;0;0;0;0;0;0;1250;1;NA;30;summer;1;none;0;200;3;0;1;1;50;thermowelding;25;trench_and_sedicover;1;10;1;10;0;0;0;1;uprooting;0;0;0;0;0;1;0;0;0;0;0;0;1;0;NA;0;0;1;1;good;tarpedarea;01/09/2020;5;5;8;0
39;43;Cantal / Velzic;france;45.001;2.552;713;2018;3;eradicate;0;crushing_tarping_trial;0;7;4;1;5;1;8;5;7;0;roadside_grassland;agri_geomem;0;1;0;0;0;0;0;NA;0.6;NA;NA;summer;1;crushing;1;20;2;1;1.2;0;NA;NA;NA;trench;0;2;1;20;2;0;0;1;uprooting;1;0;0;0;1;1;0;0;0;0;0;0;1;0;NA;0;0;1;2;good;edges;01/09/2020;8;10;10;0
1;44;Chalon s/ Saone;france;46.786;4.833;182;2018;10;vigour;0;research_trial;1;2;7;4;4;3;4;3;1;0;wasteland_railway;weed_geotex;0;0;0;0;0;1;0;245;0.65;555;18.5;spring;0;excavation;1;20;3;0;0;1;50;tape_and_staples_and_taped_overlapband;70;heavyobj_and_staples;1;0;0;0;0;0;0;0;none;0;0;0;0;0;1;1;0;0;0;0;0;1;0;NA;0;0;1;3;good;tarpedarea_edges;01/09/2020;NA;NA;NA;NA
40;45;Commune de La Bridoire (73) RD 921E;france;45.525;5.742;269;2016;2;eradicate;0;management_trial;1;4;5;2;1;0;2;5;0;0;roadside_railway;weed_geotex;0;0;0;0;0;1;0;240;0.64;550;18;summer;1;mowing;0;20;1;1;1;1;50;staples;60;sedicover_and_staples;1;2;0;0;0;0;0;1;uprooting;0;0;0;0;0;1;0;0;0;0;0;0;1;0;NA;0;0;1;4;good;none;01/08/2020;8;10;8;1
41;46;Tournus 71700 (Saône et Loire);france;46.562;4.912;177;2015;NA;eradicate_and_limit_expansion_and_limit_dispersal;1;management_trial;0;1;8;0;5;1;3;3;3;0;roadside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;spring;0;uprooting;1;150;2;1;0.5;1;NA;NA;45;staples_and_trench_and_plantations;1;0;1;25;0;2;1;1;uprooting_and_mowing_and_crushingshoots;0;0;0;0;0;1;0;0;0;0;1;0;1;0;NA;0;0;1;6;good;edges;01/09/2020;7;9;10;0
42;47;Cerfontaine (Belgique);belgium;50.260;4.025;154;2011;NA;eradicate_and_vigour;1;management_trial;0;1;8;0;2;0;3;5;2;0;roadside_wasteland;truck_tarp;0;0;0;0;0;0;1;640;0.64;NA;NA;winter;0;uprooting;1;100;2;0;0;1;50;overlap;100;staples_and_plantations;1;0;0;0;8;2;1;1;uprooting;0;0;0;0;0;1;0;1;0;1;1;0;1;0;NA;0;0;1;9;good;edges;01/10/2020;7;8;9;0
43;48;Laguiole (Aveyron);france;44.684;2.845;995;2013;NA;eradicate_and_limit_expansion;0;management_trial;0;3;1;0;7;4;2;3;1;0;roadside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;spring;0;mowing;0;30;2;1;1;1;30;staples;50;heavyobj_and_sedicover;1;10;0;0;0;0;0;1;uprooting;0;0;0;0;0;1;0;1;0;1;0;0;1;0;NA;0;0;1;7;good;edges;01/09/2020;8;5;8;0
44;49;commune de Bonson. département de la Loire;france;45.523;4.216;380;2014;2;eradicate_and_limit_dispersal;0;management_trial;1;1;4;0;5;1;3;3;1;6;riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;winter;0;mowing;1;40;2;1;1.8;0;NA;NA;200;staples_and_trench;1;0;1;65;0;0;1;0;none;0;0;0;0;0;1;0;0;0;0;0;0;1;0;none;0;1;0;5;good;none;01/08/2020;10;10;10;1
45;50;Luceney l'éveque / Saone et Loire;france;47.081;4.245;343;2012;10;eradicate_and_limit_expansion_and_limit_dispersal;1;management_trial;0;3;5;0;3;7;2;6;0;10;riverside;woven_geotex;0;0;1;NA;0;0;1;130;0.13;NA;2.5;autumn;0;excavation;1;400;2;1;1;1;10;refold_and_staples;70;staples_and_trench_and_plantations;1;0;1;30;1;2;1;1;uprooting;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;8;good;tarpedarea;01/05/2020;9;7;9;0
46;51;Lacanau Gironde;france;44.978;-1.076;18;2013;3;eradicate;1;management_trial;0;3;3;2;5;7;9;3;8;2;riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;winter;0;uprooting;0;20;2;1;1;1;NA;backfill;NA;trench_and_sedicover;1;8;1;15;2;1;1;1;uprooting_and_mowing_and_crushingshoots;1;0;1;0;0;1;0;0;1;1;0;0;0;1;NA;0;1;0;7;NA;none;01/10/2020;10;10;10;1
47;52;Chantilly 60;france;49.193;2.469;56;2020;2;limit_expansion_and_vigour;1;management_trial;0;3;6;1;0;2;1;3;0;0;riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;winter;0;mowing;0;6;1;0;0;0;NA;NA;100;staples_and_plantations;1;0;0;0;6;2;0;1;crushingshoots;1;1;0;0;1;1;0;0;0;0;1;0;0;0;NA;0;0;1;0.5;NA;NA;NA;NA;NA;NA;0
48;53;Le Freney d'Oisans (38);france;45.044;6.125;925;2015;5;limit_expansion_and_vigour;1;management_trial;0;3;9;6;8;4;7;5;4;1;riverside;liner_geomem;1;0;0;0;0;0;0;1250;1.02;NA;NA;autumn;0;none;0;30;3;0;1;1;5;glu;NA;heavyobj_and_trench;1;0;1;15;1;0;1;1;crushingshoots_and_uprooting;0;0;0;0;0;1;0;1;0;0;0;0;1;0;NA;0;0;1;5;good;edges_nearby;01/06/2020;4;7;8;0
48;54;Ornon / Hameau du Guillard;france;45.041;5.978;1087;2016;5;eradicate;0;management_trial;0;3;8;5;2;2;2;3;0;0;grassland;liner_geomem;1;0;0;0;0;0;0;1250;1.02;NA;NA;summer;1;uprooting;0;150;2;0;1;1;NA;glu;NA;heavyobj_and_trench;1;0;1;15;0;0;1;1;uprooting;1;0;0;0;1;1;0;0;0;0;0;0;1;0;NA;1;0;0;4;stolen;edges_nearby;01/06/2020;7;7;8;0
49;55;Saint Martin sur le Pré (51520);france;48.971;4.337;82;2014;20;eradicate;1;crushing_tarping_trial;0;3;0;0;1;2;0;0;0;0;riverside;woven_geotex;0;0;1;NA;0;0;1;NA;NA;NA;NA;summer;1;uprooting;0;350;3;1;0;1;40;staples;30;sedicover;1;80;0;0;0;1;0;1;uprooting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;6;NA;nearby;01/10/2020;8;10;8;0
50;56;Lochieu (01);france;45.930;5.728;613;2017;3;eradicate_and_limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;6;4;0;4;4;1;2;1;0;roadside_riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;spring;0;uprooting;0;15;2;1;1;1;NA;staples;NA;staples;0;0;0;0;0;0;0;1;uprooting_and_salting;0;0;0;0;0;1;0;0;0;0;0;0;1;0;NA;0;1;0;0.6;destroyed;tarpedarea_edges;01/10/2020;3;3;5;0
51;57;Port-Brillet. Mayenne;france;48.113;-0.973;131;2016;NA;limit_expansion;0;management_trial;0;1;0;0;5;3;0;3;0;3;riverside;mulching_geotex;0;0;1;1;0;0;0;NA;NA;NA;NA;summer;1;none;0;4;1;1;0;0;NA;NA;50;staples;0;0;0;0;0;0;0;1;uprooting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;tarpedarea_edges;0;1;0;4.5;good;none;01/09/2020;10;10;10;1
52;58;BANASSAC-CANILHAC  - LOZERE/48;france;44.434;3.202;551;2016;1.5;eradicate;0;crushing_tarping_trial;0;1;2;2;7;7;5;3;7;7;riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;spring;0;crushing;1;100;2;0;0;1;100;overlap;NA;trench_and_sedicover;1;13;1;200;0;0;0;1;uprooting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;1;0;5;NA;none;01/06/2020;10;10;10;1
53;59;Vandoeuvre-lès-Nancy (54 Meurthe-et-Moselle);france;48.661;6.174;249;2016;2;limit_expansion_and_vigour;1;research_trial;1;8;8;6;7;4;8;9;6;0;urban_park;agri_geomem;0;1;0;0;0;0;0;NA;0.22;NA;21;winter;0;mowing;0;300;3;0;1;1;100;heavyobj_and_staples;100;heavyobj;0;0;0;0;0;0;0;1;crushingshoots_and_uprooting;0;0;0;0;0;1;0;0;1;0;0;0;0;0;NA;0;1;0;5;good;tarpedarea_edges;01/08/2020;6;9;8;0
54;60;LUNAC (Aveyron);france;44.236;2.110;466;2011;99;limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;2;8;3;5;3;4;5;2;8;roadside_riverside;agri_geomem;0;1;0;0;0;0;0;NA;0.15;NA;18;spring;0;none;0;55;2;1;0.5;1;100;overlap;NA;trench;0;0;1;20;0;0;1;1;uprooting;1;0;0;0;0;1;0;0;0;1;0;0;1;0;NA;0;0;1;10;bad;tarpedarea;01/05/2020;5;8;10;0
55;61;Brest 29;france;48.390;-4.486;51;2015;5;eradicate_and_limit_expansion_and_limit_dispersal;0;management_trial;0;7;4;2;5;5;2;5;3;0;grassland;unknown_geomem;NA;NA;0;0;0;0;1;130;NA;NA;NA;autumn;0;mowing;0;50;2;1;2;1;100;overlap;NA;heavyobj_and_sedicover;1;10;0;0;0;0;0;1;uprooting;0;0;0;0;0;1;0;1;1;0;0;0;1;0;NA;0;1;0;5;NA;tarpedarea;NA;6;5;3;0
56;62;Grandsaigne (19);france;45.490;1.918;599;2016;NA;eradicate_and_limit_dispersal;0;management_trial;0;2;9;0;5;2;2;3;1;8;riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;winter;0;uprooting;0;30;3;0;1.5;0;NA;NA;NA;heavyobj_and_trench;1;0;1;13;0;0;1;1;uprooting_and_mowing;1;0;0;0;1;1;0;0;0;1;0;0;1;0;NA;0;0;1;4.5;NA;edges;01/06/2020;9;7;6;0
57;63;TADEN (22);france;48.470;-2.015;9;2005;1.5;limit_expansion_and_limit_dispersal;1;management_trial;0;3;7;5;3;4;9;4;3;10;riverside;mulching_geotex;0;0;1;1;0;0;0;1000;1;NA;NA;winter;0;uprooting;1;2000;2;0;0;1;5;staples;NA;staples_and_plantations;1;0;0;0;0;2;1;1;crushingshoots_and_uprooting;0;0;0;0;0;1;1;0;0;1;0;0;0;0;NA;0;1;0;1.5;destroyed;few_tarpedarea;01/12/2013;2;5;9;0
58;64;Maulévrier Sainte Gertrude en Seine Maritime;france;49.555;0.722;118;2013;5;limit_expansion;1;management_trial;0;3;1;0;0;1;4;1;0;0;riverside;liner_geomem;1;0;0;0;0;0;0;NA;NA;NA;NA;summer;1;uprooting;1;50;1;1;1;0;NA;NA;60;heavyobj_and_staples;1;0;0;0;0;0;0;1;uprooting;1;0;1;0;0;1;0;0;0;1;0;0;1;1;tarpedarea_edges_nearby;0;1;0;3;destroyed;tarpedarea_edges;01/10/2020;7;10;9;0
59;65;76430 Bois de Tancarville RNN Estuaire de la Seine;france;49.493;0.462;4;2009;2;eradicate;0;management_trial;1;7;3;0;5;5;5;0;6;0;woodland;agri_geomem;0;1;0;0;0;0;0;NA;0.15;NA;NA;spring;1;uprooting;0;100;2;1;1;1;NA;NA;NA;trench_and_sedicover;1;10;1;15;0;0;0;1;uprooting;1;1;1;0;0;1;0;0;0;0;0;1;0;1;tarpedarea_edges_nearby;0;1;0;2;bad;tarpedarea_edges_nearby;01/09/2020;4;9;5;0
60;66;SAINTE SUZANNE ET CHAMMES;france;48.097;-0.349;169;2012;1;eradicate;0;management_trial;0;1;4;0;4;5;4;2;0;8;riverside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;spring;0;none;0;6;2;1;1;0;NA;NA;10;staples_and_sedicover;1;10;0;0;0;0;0;0;none;0;0;0;0;0;1;0;0;0;0;0;0;1;0;NA;0;1;0;1;NA;edges_nearby;01/06/2019;NA;NA;NA;0
61;67;Evreux (27);france;49.028;1.152;63;2018;2;limit_expansion_and_limit_dispersal_and_vigour;0;crushing_tarping_trial;0;3;0;0;6;2;2;8;2;7;wasteland_riverside;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;spring;0;crushing;1;600;2;1;1;1;50;tape;300;heavyobj_and_sedicover;1;40;0;0;2;0;1;1;crushingshoots_and_uprooting;1;1;0;0;0;1;0;0;0;1;0;0;1;0;NA;0;0;1;2;bad;tarpedarea_edges;01/06/2020;8;8;7;0
62;68;st alban ();france;48.558;-2.533;90;2019;5;eradicate_and_limit_expansion;0;management_trial;0;3;10;8;5;5;8;5;8;10;riverside;weed_geotex;0;0;1;0;1;1;0;130;NA;NA;7.5;spring;0;mowing;1;300;2;1;2;1;50;staples;NA;staples_and_heavyobj_and_trench;1;20;1;55;0;0;0;1;uprooting_and_mowing;1;1;0;0;0;1;0;1;1;1;0;0;0;0;NA;0;0;1;2;bad;tarpedarea;01/09/2020;8;9;8;0
63;69;Le havre 76;france;49.494;0.108;7;2004;NA;eradicate_and_limit_expansion_and_limit_dispersal;1;management_trial;0;3;1;8;4;5;2;5;0;2;roadside;mulching_geotex;0;0;1;1;0;0;0;130;NA;2350;14;NA;0;none;1;600;1;1;NA;1;30;staples;50;staples_and_plantations;1;0;0;0;0;2;1;0;none;1;1;1;0;0;1;0;0;0;0;0;0;1;0;tarpedarea_nearby;0;1;0;8;destroyed;tarpedarea_nearby;01/06/2013;5;3;3;0
64;70;Quimper 29000;france;47.998;-4.098;8;2005;NA;limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;2;6;5;5;5;7;6;5;10;riverside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;spring;0;mowing;0;200;3;1;1;1;50;staples;50;staples_and_trench_and_sedicover;1;10;1;30;1;0;1;1;uprooting_and_mowing;0;0;0;0;0;1;1;1;0;1;0;0;0;0;tarpedarea_edges;0;1;0;10;bad;tarpedarea_edges;01/07/2020;4;4;4;0
65;71;Oullins;france;45.718;4.809;163;2015;5;eradicate;0;management_trial;0;2;8;8;2;0;1;10;2;8;riverside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;summer;1;uprooting;0;150;3;1;2;1;50;heavyobj;NA;heavyobj;0;0;0;0;0;0;1;1;crushingshoots;1;1;0;0;0;0;0;0;0;0;0;0;0;0;tarpedarea;0;1;0;5;bad;none;01/08/2020;9;9;10;1
66;72;Brionne (27);france;49.193;0.722;58;2018;10;eradicate_and_limit_expansion_and_vigour;0;management_trial;0;1;5;0;7;0;0;4;3;2;riverside;weed_geotex;0;0;0;0;0;1;0;240;0.64;550;18;summer;1;uprooting;1;150;3;1;0;1;35;tape;NA;skrewed_metalband;0;0;0;0;1;0;0;0;none;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;2;good;edges;01/06/2019;4;4;6;0
67;73;Commune de Château Landon en Seine et Marne;france;48.150;2.705;97;2017;99;eradicate_and_limit_expansion_and_limit_dispersal;1;management_trial;0;3;1;0;4;1;1;2;6;4;urban_park_riverside;mulching_geotex;0;0;1;0;0;1;0;125;0.45;1050;7.8;winter;0;mowing;0;90;3;1;1.5;1;NA;NA;NA;trench_and_sedicover;1;20;1;100;0;1;0;1;uprooting;0;0;0;0;0;1;0;0;0;0;1;0;0;0;NA;0;0;1;3;good;tarpedarea;01/09/2020;9;10;9;0
68;74;Bitche;france;49.050;7.427;300;2015;99;eradicate_and_limit_expansion_and_limit_dispersal;0;management_trial;0;2;10;6;1;3;7;2;2;2;urban_park_riverside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;spring;0;uprooting;1;40;2;1;1;1;100;staples;50;sedicover_and_staples;1;25;0;0;0;0;0;1;uprooting;0;0;0;0;0;1;0;0;0;0;0;0;1;0;NA;0;0;1;6;NA;none;01/10/2019;8;8;10;1
69;75;Sainte-Gauburge-Sainte-Colombe (61);france;48.717;0.431;237;2018;99;limit_dispersal_and_vigour;1;management_trial;0;0;9;1;0;0;5;10;0;10;wasteland_riverside;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;autumn;0;mowing;0;1400;3;1;NA;1;NA;NA;100;staples_and_plantations;1;0;0;0;0;2;0;0;none;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;2;good;none;01/07/2020;10;10;10;1
70;76;Shannon. QUébec. Canada;canada;46.887;-71.516;196;2017;8;eradicate_and_limit_dispersal;1;management_trial;0;3;2;1;4;7;3;2;5;2;woodland;construction_geotex;0;0;0;0;0;0;1;325;1.6;2300;6.05;autumn;0;uprooting;0;300;2;1;2;1;100;heavyobj;NA;heavyobj_and_plantations;1;0;0;0;2;2;1;1;uprooting;0;0;0;0;0;1;1;0;0;1;1;0;0;0;NA;0;0;1;3;good;tarpedarea_edges;01/11/2020;8;8;8;0
71;77;Venise-en-Québec. Québec. Canada;canada;45.084;-73.149;36;2013;NA;eradicate;1;management_trial;0;1;5;0;5;5;1;3;8;0;woodland;woven_geotex;0;0;1;NA;0;0;1;NA;NA;NA;NA;NA;0;uprooting;0;50;3;1;0.5;1;50;staples;70;heavyobj_and_staples;1;0;0;0;0;0;0;1;uprooting;1;0;1;0;0;1;0;1;1;1;0;0;1;0;NA;0;0;1;7;NA;tarpedarea_edges;01/06/2020;3;6;5;0
72;78;Au Marais de la Rivière aux Cerises. à Magog;canada;45.278;-72.168;212;2013;5;limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;9;7;1;5;3;7;7;2;0;wetland;agri_geomem;0;1;0;0;0;0;0;NA;NA;NA;NA;spring;0;uprooting;0;28;1;1;1;1;1;NA;NA;sedicover;0;2;0;0;0;0;1;1;mowing_and_uprooting;1;0;1;0;0;1;0;0;0;1;0;0;1;0;NA;0;0;1;8;bad;few_tarpedarea;01/10/2020;8;8;9;0
73;79;Saint Hilaire de Brethmas;france;44.08;4.125;133;2015;2;limit_expansion_and_limit_dispersal;0;crushing_tarping_trial;1;1;5;8;5;8;8;5;5;5;riverside;mulching_geotex;0;0;0;1;0;0;0;1400;10;NA;NA;summer;1;crushing;1;20;3;1;1.5;1;50;NA;NA;trench_and_sedicover;1;60;1;175;0;0;0;1;uprooting;1;0;1;0;0;1;0;0;0;0;0;0;0;1;NA;0;0;1;5;NA;tarpedarea;01/08/2018;10;9;10;1
74;80;Venise en Québec. Montérégie ;canada;45.088;-73.133;35;2014;99;limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;1;5;1;5;5;1;2;8;9;roadside;unknown_geotex;0;0;0;0;0;0;1;NA;NA;NA;NA;autumn;0;none;0;10;2;1;0.5;0;NA;NA;NA;heavyobj_and_staples;1;0;0;0;2;0;1;1;uprooting;1;1;1;0;0;1;1;1;1;1;0;0;1;0;NA;0;1;0;5;bad;tarpedarea_edges;01/07/2019;5;8;8;0
